Khóa Học (Gốc),Mục Lục (Gộp Folder con),Tên Bài,ID File,Loại File
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 03. Tổng hợp ngữ pháp,Bản sao của Bản chiếu2.png,1lwI9gwbeCjPojkVqhxyjRW4RiDoGrRvq,image/png
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 05. Nghe hiểu,Bản sao của nghe hieu.docx,1CN6DuVE1mn3KCcFi16BzXoLYQev7LUKQ,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 05. Nghe hiểu,05. Nghe hiểu - Google Drive.mp4,1XupQ9O0wEwDA4-fgvj-DCAH402dEAWiG,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 02. Ngữ pháp,Bản sao của np.pdf,1FnoD33i-wTaEgaB6lgLuf7nGR0taJy1o,application/pdf
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 02. Ngữ pháp,02. Ngữ pháp - Google Drive.mp4,1rfs0Hr76BgbmiH3PBQwxRF48RfcCn97N,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 04. Đọc hiểu,04. Đọc hiểu - Google Drive.mp4,1dUjMCCj3-B0OHy-662npeKva4t1fJD_z,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 04. Đọc hiểu,Bản sao của 20200309135320_bài 31-min doc hieu.pdf,1v7TmKZbflDKP1l7-IcFKTwKMN8LOs4yu,application/pdf
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 01. Chữ hán,Bản sao của 20200110142322_Bai 31-min.pdf,13e7BEqY0pH3Sz-2PJNVZupbt1eO7dsdy,application/pdf
N4 Dũng Mori 2024,01. Bài giảng > Bài 31 > 01. Chữ hán,chữ hán.mp4,1X9O0Lc7fQ_NGSl7RsBmiCytkR15XEuRR,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 27,Từ vựng 2.mp4,1f3qaa-W7KgPIghjmOKOTotbZ9jflnL5y,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 27,Từ vựng 1.mp4,1fEVg8cqX0aCtqGse7WlhsNDnIeXLmY_f,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 27,Test tổng hợp.docx,1jfs1qheVQ16lp0wgqMEvXqS2tawzocjp,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 04. Đọc hiểu,Bản sao của 20200309134746_bai 27-min doc hieu.pdf,10I98po7Ubq9NgfN-jDH9djrA9h4viXiN,application/pdf
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 04. Đọc hiểu,04. Đọc hiểu .mp4,1bF2NKAnte6AcWbPGeQzGdYLCgVCxAhog,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 05. Nghe hiểu,05. Nghe hiểu .mp4,1dHxhT6ovBrD1rCdOgMjqnyitvmT2eXN8,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 05. Nghe hiểu,Bản sao của dap an nghe hieu.docx,1ekEfRWx_55Hn0ckJYtLp_IE5SbZ62xCu,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 02. Ngữ pháp,Bản sao của 20200429164050_BÀI 27-min ngu phap.pdf,1t_0jHXSjxttRDZ_VbTLehY2kQBQWK-RJ,application/pdf
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 02. Ngữ pháp,02. Ngữ pháp .mp4,1TnkrA97hkdbit9us7_dABnvz_xQFPclc,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 03. Tổng hợp ngữ pháp,Bản sao của Bản chiếu4.png,13vrejQTSFL7bu8xXwTGgBtvOsQ2IDJlZ,image/png
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 03. Tổng hợp ngữ pháp,Bản sao của Bản chiếu2.png,1tJIh77AnmyWeFYieJrrLM9ZhUVrGqU7k,image/png
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 03. Tổng hợp ngữ pháp,Bản sao của Bản chiếu3.png,1t_474GXXCErkCbWTzV5CnVEpozLBPLBJ,image/png
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 03. Tổng hợp ngữ pháp,Bản sao của Bản chiếu5.png,1ys333V6S9TW-0KliCQS6AEAIgAymMwgs,image/png
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 03. Tổng hợp ngữ pháp,Bản sao của Bản chiếu1.png,1zoOgWlq7qQGNClRnCMVw2rHEJwofrh3j,image/png
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 01. Chữ hán,Bài tập chữ Hán.docx,1PZA8BcxnBUybNP29IVb8DI8Ey-qeHwZs,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 01. Chữ hán,Bản sao của 20191216155150_N4. BÀI 27.pdf,1yIIvuVLR8QXO2n4hPL-K3sUHDk9JWURR,application/pdf
N4 Dũng Mori 2024,01. Bài giảng > Bài 27 > 01. Chữ hán,01. Chữ hán .mp4,1wS8dqhNWzYfkx4Wi-acnTERvMFrTlnLK,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 30,từ vựng 2.mp4,17IOVwVoTDcefDE_RVcawn-k1kda5JLP6,video/mp4
N4 Dũng Mori 2024,01. Bài giảng > Bài 30,từ vựng 1.mp4,1DDqH7Ciy4DUZeUzDJRmU1JjqOAH_JI0Q,video/mp4
N2 Dũng Mori 2024,Tài liệu chung,Lộ trình học N2 trong 100 ngày.pdf,1N_tCWF4G54E1IxIedxr27ecof-njjrjw,application/pdf
N2 Dũng Mori 2024,Tài liệu chung,Lộ trình học N2 trong 180 ngày.pdf,1gWI090CSn86jULcMUvXzcsaduJEizFNH,application/pdf
N2 Dũng Mori 2024,Tài liệu chung,Hướng dẫn học khóa online N2.docx,1j99-j11HEORmwECcxGcb2KAWeziApbXB,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Tài liệu chung,ĐỘNG LỰC HỌC TIẾNG NHẬT_ Mình có được gì khi đã chăm chỉ.docx,1-jnW7dQBXiSaLaw7Wen4WJzBAwo0Mouv,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 9 matome,Bản sao của Bản sao của 単語.docx,1_N3GqVKEVCmgGsDfx-TJARCmiV2UG9zV,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 5 tính từ な,Bản sao của Bản sao của 1.1単語.docx,198YXlXyojBg5I0ilG8sgkvJUUoyTNV7Y,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 5 tính từ な,5.mp4,199P2DrH_k39mF_SOKcGf0uLMCP7rLB8T,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 5 tính từ な,Bản sao của Bản sao của 1.2単語.docx,1hrH0ajE32XZW5zeUlyaQJcc6wNFaxXsi,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 7 động từ phức,Bản sao của Bản sao của 1.3単語.docx,19HsK-poFDnohdzqzgqQMKZpb2yt7e_sb,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 7 động từ phức,Bản sao của Bản sao của 1.1単語.docx,1IxA79qBwXy6T-UNRvInlzmr4rn6wEP-S,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 7 động từ phức,Bản sao của Bản sao của 1.2単語.docx,1tuZ4ctavJJGvMsQ1GZlQnOJLkVWI0Pzc,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 2 danh động từ,Bản sao của Tổng hợp 2.1 - 2.6.mp4_2.mp4,1Gdf_gUr04YfPJV6c7lZ6mSEIpFQpJvRQ,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 2 danh động từ,Bản sao của 2.2 Danh động từ (video).mp4_2.mp4,102QCJLaxpnhg77p_hT9gAsTOuKekNL9p,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 2 danh động từ,Bản sao của 2.4 Danh động từ (video).mp4_2.mp4,1h5t49CaVZZm7m5RyPQ4FBN3ecyPh_gBK,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 2 danh động từ,Bản sao của 2.3 Danh động từ (video).mp4_2.mp4,1nI8RiV5KiDQb0v-HaZPrNdYFqORQXYz3,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 2 danh động từ,Bản sao của 2.5 Danh động từ (video).mp4_2.mp4,1rWy_NNJZULg4lDbIqiEaioMfkdQtuqOV,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 2 danh động từ,Bản sao của 2.1 Danh động từ (video).mp4_2.mp4,1-JyFWhs4qzV5ymQpcM0QXOO296SZ2CqH,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 4 tính từ い,tính từ.mp4,1-YeN44HGcNgq5hw8geCzRUind5hJI_gi,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 4 tính từ い,Bản sao của Bản sao của テスト.docx,18AlNnaN_2jh4xJHI6UyK3q4lLr4B6FmA,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 8 katakana,Bản sao của Bản sao của 1.3単語.docx,12LToDyi9SG_1gwOMDfySjS8OGSxN89y3,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 8 katakana,Bản sao của Bản sao của 1.2単語.docx,1iMUEvYkb_SQlBjsIT32W1TELz1oNMjtm,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 8 katakana,Bản sao của Bản sao của 1.1単語.docx,1vwGhgniue4sKmr0Nfiqt-lW4ZJ7fqnTY,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Video bài giảng.mp4_6.mp4,1dn9VNBnYimmielQMHOnZf-PcWnDu6Xz5,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Video bài giảng.mp4_8.mp4,1ghTjX7fNa5yUQacCZfkcZyWmOPqMJf5M,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Video bài giảng.mp4_4.mp4,1joEOavKWN_MYFs4hUIKU_3yX8WAonPSR,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.5単語.docx,1It49L--rBEsLBvhLXmOYKX52bozC0uCp,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Video bài giảng.mp4_10.mp4,1LVEjnWEx5z5S3Njo0xpORKSR8INMiei2,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.1単語.docx,1a0MWk2u181fnrZLnPf-vnv7dJjc4dmT9,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.2単語.docx,1gn8bpwXi5QIn8WffiMmVT8oYN-m1tnTf,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.4単語.docx,1jkEOZ9twnavGS6YtDXyKhUEs2NuXT_16,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.6単語.docx,1kW1KCqkeS-VnjE5aMTMMiUOMY4pWSU-E,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.7単語.docx,1osW44jDsoJnJv0t7mTnMhbWAvMVARfHc,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Bản sao của 1.3単語.docx,1vDRSQ-Do4Yxtk1_zPnpdvTvgXDDU8vAQ,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 3 danh từ,Bản sao của Video bài giảng.mp4_2.mp4,1xvb4Sf54KXGEpK9WECMM1bH3b85IPkRm,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.4_ Phân biệt 及ぶ・及ぼす.mp4_2.mp4,1-i-cyYCly1KaeLVDISqPHFJhbKoXi5iX,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.8_ Phân biệt 楽・気楽.mp4_2.mp4,12-VfJkQ2a-n-kGccaSgBSCSIttsK92Cn,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.7_ Phân biệt 値段・価格.mp4_2.mp4,1i9hST5-gfmnqorKG7o4f3E7UApsiqDXv,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.6_ Phân biệt 内容・中身.mp4_2.mp4,1iM3ntB-jSXG0WCgZvejvp3GitrE_jGYh,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.9_ Phân biệt 利益・収益.mp4_2.mp4,1itxla3G7PMRJlWZo1bwqsRbEVUWwV9RM,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.5_ Phân biệt 発展・発達.mp4_2.mp4,1vUo9RGb4hpSnikSIygon__-sjmfrgXUt,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.1_ Phân biệt あっさり・さっぱり・すっかり.mp4_2.mp4,1kXn1gVmsJeNFO70i5xq67NnP5nfHqhny,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.3_ Phân biệt おさめる.mp4_2.mp4,1kxQu1sruVEs_X1CApEvF8rUn3S8vit7I,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 10 từ vựng dễ nhầm lẫn,Bản sao của 9.2_ Phân biệt 犯す・侵す・冒す.mp4_2.mp4,1l2wfl-hGkMnV48SPm3mIjdtChyfYABsG,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_8.mp4,1MHcAd09SxOqSuBSG2LdjGDdtZGeaL1x_,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_6.mp4,1RlDdOk2qZ3obsMHYup87k_Y8AlJaDeXM,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_4.mp4,1cke_-K7E_x82wHrWcRUrN1Lrvt341x7e,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_20.mp4,1bUs-8P0LHefWx9DrjjWXpX29X_-lUZf-,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_2.mp4,1icMKR8sTAWPGsJMbKaHUspSkSBr8cGuM,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_22.mp4,1jVraEI7UUdXz1gERv2DylnCyIfXS0dNp,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_16.mp4,100TlHHENWMFFKvsebKgMlNtnWFiq8O_W,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_14.mp4,1QSWAgrIEBsVrsEkVyZkgrjNDAGXSYK59,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_18.mp4,1plZCHemW_BlDaRDy_E9NjJaJMNFj-gDH,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_10.mp4,19yy5CQC-WAQwsE73spfq6maF6msqXNCd,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 1 Động từ,Bản sao của Video bài giảng.mp4_12.mp4,19z2PDq_hTNYgFnjC-fw4f45airvPc9zc,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > 0. Tài liệu,Bản sao của TỪ VỰNG N2.pdf,1lV540DPE7XQDWuAyndOUdJevj1BtBbjz,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 9. Mẫu câu うまくいくといいですね, おすすめです, 落ち着いて , 考え過ぎだよ, 元気出してください.mp4_2.mp4",1AZyxqfZqkqmnX4uUJFQBFGxIFyr0V9YS,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 8. Mẫu câu_ とんでもないです, 念のため , 別に, もういいよ, 私はいいです.mp4_2.mp4",1R5qFqub38d6fOcKd7l6f2ShJwH8k4HXz,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 7. Mẫu câu_ 確かに, あたりまえです, どちらかと言うと, ひょっとしたら, 頼みます.mp4_2.mp4",1YnJ0yon-cAdt99HTkd7yKi8Cz2kY2EOi,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 2. Mẫu câu_ お互い様です , ぎりぎり間に合った, せっかくなのに, 助かります, ついてないなあ.mp4_2.mp4",15EzfFvmEkt0xktxY-S2WR4248gtVlntp,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 6. Mẫu câu_ 悪いんだけど, 何とかしてください , 結構です, 適当でいいです, とりあえず - Google Chrome 2022-01-05 23-57-36_Trim.mp4_2.mp4",16PZdD7WKA7mfkZ3dn_NoEt6D_ibrkOs6,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 4. Mẫu câu_ 相変わらずです, 運が良かったです, せっかくだから, そんなつもりじゃなかったんです, たまたまです.mp4_2.mp4",1Akhe4lso6wg8G6jq9kH9jKNBmV9qd4wU,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 5. Mẫu câu_ いまいちです, お任せします, しかたない, しょうがない, そうでもないよ.mp4_2.mp4",1tttUM_1hXLpZH0uvAedBKhbztb4g1GYh,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 10. Mẫu câu ご面倒をおかけします, ご親切にありがとうございます , つまらないものですが, また誘ってください, わざわざすみません.mp4_2.mp4",1wiqpOfNqM2LFvxBZ27a-AJgMZB8TwH3F,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 3. Mẫu câu_ なんだ, なんとなく, 平気です, まいったなあ, やっぱり - Google Chrome 2022-01-04 14-49-27_Trim.mp4_2.mp4",1wjGf-zmGUQSudBaNBG7jWuabdN49TqzJ,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 2. Từ vựng > Chương 11 luyện giao tiếp,"Bản sao của 1. Mẫu câu_ さすがですね, おかしいなあ, マジ_マジで, また, わけがわからない.mp4_2.mp4",1E-kSzwo9bMd7PL8wCAGQGluMEMYb0PVX,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 3. Luyện phỏng vấn tuyển sinh > 0. Tài liệu,Bản sao của Bản sao của SHADOWING日本語を話そう - N2.pdf,1CMi5LIccsNdhliAGkyQcKh-swm459Boc,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 3. Luyện phỏng vấn tuyển sinh > 0. Tài liệu,Bản sao của Bản sao của Bản sao của SHADOWING日本語を話そう - N2.docx,1Lp2mgDK7gczVoARwd--SJxAUgkGZUG77,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 7.pdf,16e3VsvILti2LPFa1bilCg9EHKjXzKnTn,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 1.pdf,1BZevcAbVEvwLDpphFKl98UlGJ52fU9ER,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 9.pdf,1D_S9je8I_JZRZeTSAaq-wgn_Xz3QsIKR,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 2.pdf,1F4bNNbyuLrsl2RItHvjZ5xb7jCeWpMG4,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 12.pdf,1MIbZ3nKtuuBKEXX3ZOB3q80R9JXybv_G,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 6.pdf,1T0oRDlpTCf3c8XnSUAxoHSB99oymZ8z7,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 3.pdf,1bkLAR_fNS6fn37Rkxa61TM8HD6LITmSP,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 11.pdf,1gQlaZAhX2JF9gIoe7TDJ4lRCrn2uSVt9,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 8.pdf,1gmpwgCFZ_LkdVR3waAxEwJXYOGMddf6v,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 10.pdf,1jkfOS-s3Y0w8XuwiC_em31AXf5MG5fNR,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 4.pdf,1r6jOs_8CmGstsbqJOeRoUH5tZXSS_ctr,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 1. Luyện dịch > 0. Tài liệu,Bản sao của Le hoi thang 5.pdf,1uJe0DWZgRDx9Pe3cH-VhsAkiNQ5b78DZ,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 2. Luyện phỏng vấn đi làm,Bản sao của 3. アルバイト面接 - Phỏng vấn xin việc làm thêm.mp4.mp4,1-s-rl1SJB1zcajjfyDkjbAbPmR3RGpMc,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 2. Luyện phỏng vấn đi làm,Bản sao của 2. 電話アポイントメント - Đặt hẹn phỏng vấn qua điện thoại.mp4.mp4,1X1dyAbebR1s2pcsYlBxzELXNMnwB4wgm,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 2. Luyện phỏng vấn đi làm,Bản sao của 1. スモールトーク - Những đoạn hội thoại nhỏ.mp4.mp4,1w4RN-HOht5Z6qXWHeCsa7WnW9WBWP4Cp,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 2. Luyện phỏng vấn đi làm > 0. Tài liệu,Bản sao của Bản sao của SHADOWING日本語を話そう - N2.docx,1fTVKSd2QT-9X6VzjqwU5ClLayp4TXqeX,application/vnd.openxmlformats-officedocument.wordprocessingml.document
N2 Dũng Mori 2024,Chặng 1 > 5. Mở rộng > 2. Luyện phỏng vấn đi làm > 0. Tài liệu,Bản sao của SHADOWING日本語を話そう - N2.pdf,1qUqreAGGoq_My0hOMiDComK6Agc6SIaI,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp,Chương 15 - Shortcut.lnk,1WiewIzqh3IDJ4IO5fQDuhqftC1FAMp8l,application/x-ms-shortcut
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Ngữ Pháp,CHƯƠNG 16-20.pdf,1CSf0ZfM0-XItp8KkVKXCc-Pe0iy0ZJZ7,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Ngữ Pháp,CHƯƠNG 1-5.pdf,1a4KyXVuM8mk-jhgstsKaStaCrDNHraiU,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Ngữ Pháp,CHƯƠNG 6-10.pdf,1pxQw55R2aaeiqbM-vlsQ-E2jsTtrmEC_,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Ngữ Pháp,NGỮ PHÁP N2 FULL 2022.pdf,1reW_tzflYUS6-CPlz1WEpn4l7PVg0m7Q,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Ngữ Pháp,CHƯƠNG 11-15.pdf,1ufAM_-3EI36CURchD6r7YxuIkwFwpwnh,application/pdf
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Chương 9,Bản sao của 9.4_ に加えて.mp4.mp4,19kXCUIm8YIUvaj7fYML-sc0HQKL65uUU,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Chương 9,Bản sao của 9.5_ につき.mp4.mp4,1IP1v-dl7Im6VtjdYzZy1JFRkIKICQ3LV,video/mp4
N2 Dũng Mori 2024,Chặng 1 > 3. Ngữ pháp > Chương 9,Bản sao của Bản sao của 9.0テスト.docx,1Lov3sIw6VLqfvg2sfJ0RiV_MHtQtMyOF,application/vnd.openxmlformats-officedocument.wordprocessingml.document
